species;eu_status;google;scopus;EASIN_Id;Status;TER;FRW;MAR;EST;habitat;worst_100_world_ISSG;worst_100_Europe_DAISIE;mentioned_in_EU_quarantine_species;partly_native
Abies grandis;NO;2708;5513;R00011;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Abies homolepis;NO;1654;150;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Abies nordmanniana;NO;3303;1053;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Abies veitchii;NO;1928;523;R00017;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Abudefduf sexfasciatus;NO;0;72;R19652;A;0;0;1;0;Marine;NO;NO;NO;NO
Abutilon grandifolium;NO;1695;8;R00030;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Acacia baileyana;NO;6078;160;R00035;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Acacia salicina;NO;1901;659;R00052;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Acanalonia conica;NO;882;20;R00068;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Acanthurus chirurgus;NO;1163;60;R19333;A;0;0;1;0;Marine;NO;NO;NO;NO
Acanthurus coeruleus;NO;2646;158;R19118;A;0;0;1;0;Marine;NO;NO;NO;NO
Acanthurus monroviae;NO;0;124;NA;NA;0;0;1;0;Marine;NO;NO;NO;NO
Acanthurus sohal;NO;2361;208;R19653;A;0;0;1;0;Marine;NO;NO;NO;NO
Acanthus spinosus;NO;4827;57;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Accipiter gentilis;NO;4234;2448;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Acer cissifolium;NO;818;16;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Acer japonicum;NO;6744;439;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Acer monspessulanum;NO;3240;82;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Acer negundo;NO;6715;1984;R00116;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Acer palmatum;NO;7665;545;R00118;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Acer pseudosieboldianum;NO;2306;33;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Acer saccharinum;NO;6314;1256;R00122;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Acer tataricum;NO;5169;213;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Aceria kuko;NO;0;11;R17666;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Acetabularia caliculus;NO;0;12;NA;NA;0;0;1;0;Marine;NO;NO;NO;YES
Achelia sawayai;NO;0;3;NA;NA;0;0;1;0;Marine;NO;NO;NO;NO
Achillea clypeolata;NO;1237;100;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Achyrolimonia neonebulosa;NO;0;2;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Acipenser baerii;NO;2729;2601;NA;NA;0;1;1;0;Marine_Freshwater_Esturary;NO;NO;NO;NO
Acipenser stellatus;NO;2281;1680;NA;NA;0;1;1;0;Marine_Freshwater_Esturary;NO;NO;NO;YES
Acizzia jamatonica;NO;0;58;R00186;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Acokanthera oblongifolia;NO;479;35;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Acontia candefacta;NO;0;6;R16899;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Acridotheres ginginianus;NO;0;41;R19748;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Acrosternum heegeri;NO;0;20;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Actaeodes tomentosus;NO;645;22;R19108;A;0;0;1;0;Marine;NO;NO;NO;NO
Actinidia chinensis;NO;4868;6881;R00243;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Adiantum aleuticum;NO;2415;9;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Adiantum capillus-veneris;NO;3575;1993;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Adistemia watsoni;NO;0;3;R00281;C;1;0;0;0;Terrestrial;NO;NO;NO;NO
Aedes aegypti;NO;9553;62252;NA;NA;1;1;0;0;Freshwater_Terrestrial;NO;NO;NO;NO
Aedes albopictus;NO;10296;25366;R17713;A;1;1;0;0;Freshwater_Terrestrial;YES;YES;NO;NO
Aedes japonicus;NO;479;1920;R16907;A;1;1;0;0;Freshwater_Terrestrial;NO;NO;NO;NO
Aeolus melliculus;NO;0;1;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Aesculus parviflora;NO;4758;110;R00343;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Aesculus pavia;NO;4439;253;R00344;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Aethina tumida;NO;3768;790;R00351;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Agapanthus praecox;NO;3790;432;R00363;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Agapornis personatus;NO;3623;4;R00367;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Agapornis roseicollis;NO;5892;390;R00369;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Agastache rugosa;NO;5422;997;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Agave americana;NO;5575;2665;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Agave angustifolia;NO;6782;1015;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Agave vivipara;NO;;;;;;;;;;;;;
Agenioideus apicalis;NO;0;4;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Aglaothamnion halliae;NO;0;19;R00401;A;0;0;1;0;Marine;NO;NO;NO;NO
Aix galericulata;NO;2789;178;R00466;A;1;1;0;0;Freshwater_Terrestrial;NO;NO;NO;NO
Ajuga dictyocarpa;NO;0;1;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Akebia quinata;NO;7036;697;R00476;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Albizia julibrissin;NO;8036;1209;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Alcea rosea;NO;5187;358;R00486;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Alcea rugosa;NO;1563;15;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Alectoris chukar;NO;1981;1060;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Aleurocanthus spiniferus;NO;2335;134;R17959;A;1;0;0;0;Terrestrial;NO;NO;YES;NO
Aleuroclava aucubae;NO;0;7;R17975;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Aleurolobus marlatti;NO;0;4;R00533;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Alisma subcordatum;NO;592;6;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Allium ampeloprasum;NO;3016;1524;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Allium cepa;NO;12901;37724;R00565;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Allium christophii;NO;3140;5;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Allium hollandicum;NO;2159;3;R00571;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Allium karataviense;NO;2740;57;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Allium lusitanicum;NO;546;41;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Allium macleanii;NO;0;43;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Allium nigrum;NO;3731;2403;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Allium odorum;NO;0;107;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Allium pendulinum;NO;544;9;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Allium ramosum;NO;1156;70;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Allium roseum;NO;4633;547;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Allium stipitatum;NO;2304;197;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Allium triquetrum;NO;2744;135;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Alnus pubescens;NO;0;1179;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Alnus spaethii;NO;2821;24;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Aloe brevifolia;NO;3829;80;R00622;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Alonsoa linearis;NO;0;1;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Alstroemeria ligtu;NO;1432;152;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Althenia orientalis;NO;0;21;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Amaranthus blitum;NO;3249;223;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Amaranthus palmeri;NO;4075;2822;R00761;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Amaranthus tuberculatus;NO;1742;1274;R00775;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Amathia verticillata;NO;0;94;R19294;A;0;0;1;0;Marine;NO;NO;NO;NO
Amathina tricarinata;NO;0;25;R00790;A;0;0;1;0;Marine;NO;NO;NO;NO
Amazona amazonica;NO;2010;3683;R00793;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Ambigolimax valentianus;NO;1502;20;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Ambrosiodmus rubricollis;NO;0;14;R16916;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Ammannia coccinea;NO;757;53;R00849;A;1;1;0;0;Freshwater_Terrestrial;NO;NO;NO;NO
Ammothea hilgendorfi;NO;276;55;R00857;A;0;0;1;0;Marine;NO;NO;NO;NO
Ammotragus lervia;NO;1791;739;R00858;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Ampithoe bizseli;NO;0;9;R17607;A;0;0;1;0;Marine;NO;NO;NO;NO
Ampithoe valida;NO;0;243;R19302;A;0;0;1;0;Marine;NO;NO;NO;NO
Anaphalis contorta;NO;100;43;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Anaphalis triplinervis;NO;4031;8;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Anas acuta;NO;4374;1148;NA;NA;1;1;0;0;Freshwater_Terrestrial;NO;NO;NO;YES
Anas bahamensis;NO;592;53;R00926;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Anas erythrorhyncha;NO;0;44;R00933;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Anas flavirostris;NO;0;152;R00935;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Anas formosa;NO;419;438;R19722;C;1;1;0;0;Freshwater_Terrestrial;NO;NO;NO;NO
Anas gibberifrons;NO;0;66;NA;NA;1;1;0;0;Freshwater_Terrestrial;NO;NO;NO;NO
Anas hottentota;NO;0;6;R00939;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Anas laysanensis;NO;0;120;NA;NA;1;1;0;0;Terrestrial_Freshwater;NO;NO;NO;NO
Anas luzonica;NO;663;8;NA;NA;1;1;0;0;Terrestrial_Freshwater;NO;NO;NO;NO
Anas puna;NO;0;277;NA;NA;1;1;0;0;Terrestrial_Freshwater;NO;NO;NO;NO
Anas superciliosa;NO;0;338;NA;NA;1;1;0;0;Terrestrial_Freshwater;NO;NO;NO;NO
Angiostrongylus vasorum;NO;4998;1328;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Anisocampium niponicum;NO;0;0;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Anoplophora chinensis;NO;2766;442;R01060;A;1;0;0;0;Terrestrial;NO;YES;YES;NO
Anoplophora glabripennis;NO;1966;1970;R01061;A;1;0;0;0;Terrestrial;YES;YES;YES;NO
Anoterostemma ivanhofi;NO;0;0;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Anotrichium furcellatum;NO;0;14;R01064;A;0;0;1;0;Marine;NO;NO;NO;NO
Anser anser;NO;16062;13439;NA;NA;1;1;0;0;Freshwater_Terrestrial;NO;NO;NO;YES
Anthomyia plurinotata;NO;0;1;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Anthonomus eugenii;NO;1988;209;R19563;A;1;0;0;0;Terrestrial;NO;NO;YES;NO
Anthonomus spilotus;NO;0;3;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Anthrax anthrax;NO;10923;36625;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Anthropoides paradiseus;NO;0;82;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Antithamnionella spirographidis;NO;0;12;R01150;C;0;0;1;0;Marine;NO;NO;NO;NO
Aoroides longimerus;NO;0;7;R19336;A;0;0;1;0;Marine;NO;NO;NO;NO
Apalone ferox;NO;2399;147;NA;NA;1;1;0;0;Terrestrial_Freshwater;NO;NO;NO;NO
Aphalara itadori;NO;990;100;NA;NA;1;1;0;0;Terrestrial_Freshwater;NO;NO;NO;NO
Aphis illinoisensis;NO;0;52;R01201;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Aplidium accarense;NO;NA;NA;R19682;A;0;0;1;0;NA;NA;NA;NO;NA
Apocrypta longitarsus;NO;0;2;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Aponychus corpuzae;NO;0;65;R19310;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Aposthonia ceylonica;NO;285;13;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Appendiseta robiniae;NO;0;23;R01265;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Aproceros leucopoda;NO;593;53;R17732;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Aquilegia chrysantha;NO;2139;32;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Aquilegia coerulea;NO;1121;108;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Aquilegia dumeticola;NO;0;0;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Arabis planisiliqua;NO;0;13;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Arabis procurrens;NO;1662;10;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Arachnidium lacourti;NO;0;2;R01319;A;0;0;1;0;Marine;NO;NO;NO;NO
Aralia spinosa;NO;2150;163;R01330;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Aratinga pertinax;NO;1670;68;R19781;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Arboridia kakogawana;NO;0;17;R19963;A;1;1;1;0;Terrestrial_ Freshwater_ Marine;NO;NO;NO;NO
Arbutus unedo;NO;9646;4853;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Arctotheca prostrata;NO;0;7;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Arcuatula senhousia;NO;1100;72;R17466;A;0;0;1;0;Marine;NO;NO;NO;NO
Argemone ochroleuca;NO;0;159;R01386;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Argyranthemum frutescens;NO;3376;202;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Armeria maritima;NO;5622;941;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Aromia bungii;NO;1641;67;R17685;A;1;0;0;0;Terrestrial;NO;NO;YES;NO
Arothron hispidus;NO;1024;135;NA;NA;0;0;1;0;Marine;NO;NO;NO;NO
Artemisia princeps;NO;1675;1707;R19996;A;1;1;1;0;Terrestrial_ Freshwater_ Marine;NO;NO;NO;NO
Artemisia sieversiana;NO;0;363;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Artemisia siversiana;NO;0;18;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Artemisia verlotiorum;NO;2224;148;R01498;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Artioposthia exulans;NO;0;4;R19504;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Arundo donax;NO;8278;7926;R01515;A;1;1;0;0;Freshwater_Terrestrial;YES;NO;NO;NO
Ascidiella aspersa;NO;NA;NA;R01526;A;0;0;1;0;NA;NA;NA;NO;NA
Asplenium ceterach;NO;1528;351;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Asplenium foresiense;NO;0;3;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Aster ageratoides;NO;3772;196;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Asterocarpa humilis;NO;NA;NA;R17503;A;0;0;1;0;NA;NA;NA;NO;NA
Astragalus genargenteus;NO;0;14;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Ataenius picinus;NO;0;12;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Atergatis roseus;NO;0;18;R01641;A;0;0;1;0;Marine;NO;NO;NO;NO
Atlantoxerus getulus;NO;0;56;R01669;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Atomaria scutellaris;NO;0;4;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Atriplex lindleyi;NO;0;22;R01702;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Aulacaspis yasumatsui;NO;746;170;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Aurelia coerulea;NO;0;128;R19396;A;0;0;1;0;Marine;NO;NO;NO;NO
Aureoboletus projectellus;NO;604;12;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Austrocylindropuntia cylindrica;NO;0;3;R01775;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Austrocylindropuntia subulata;NO;4465;16;R01777;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Aythya ferina;NO;1874;639;NA;NA;1;1;0;0;Terrestrial_Freshwater;NO;NO;NO;YES
Azolla filiculoides;NO;3146;2954;R01826;A;0;1;0;0;Freshwater;NO;NO;NO;NO
Bactrocera dorsalis;NO;3744;5343;NA;NA;1;0;0;0;Terrestrial;NO;NO;YES;NO
Baeolidia moebii;NO;0;6;R17616;A;0;0;1;0;Marine;NO;NO;NO;NO
Balanus glandula;NO;1562;1527;R19664;A;0;0;1;0;Marine;NO;NO;NO;NO
Balanus trigonus;NO;0;260;R01859;A;0;0;1;0;Marine;NO;NO;NO;NO
Balcanocerus larvatus;NO;0;1;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Balistoides conspicillum;NO;851;22;R19339;A;0;0;1;0;Marine;NO;NO;NO;NO
Ballota nigra;NO;3319;530;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Bankia carinata;NO;0;15;NA;NA;0;0;1;0;Marine;NO;NO;NO;YES
Banksia integrifolia;NO;4106;415;R01885;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Barbronia weberi;NO;0;49;R01895;A;0;1;0;0;Freshwater;NO;NO;NO;NO
Bathythrix formosa;NO;0;1;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Batrachedra knabi;NO;0;0;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Bauhinia variegata;NO;6179;1740;R01935;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Bellardia trixago;NO;771;73;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Belonochilus numenius;NO;100;13;R16950;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Bembidion clarkii;NO;0;2;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Bemlos leptocheirus;NO;0;8;R16370;A;0;0;1;0;Marine;NO;NO;NO;NO
Berberis hybridogagnepainii;NO;0;0;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Berberis interposita;NO;0;0;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Berberis julianae;NO;3988;37;R01979;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Berberis ottawensis;NO;2548;6;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Berberis thunbergii;NO;8537;751;R01980;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Berberis wilsoniae;NO;382;83;R01982;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Bergenia ciliata;NO;1916;922;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Bergenia crassifolia;NO;2805;399;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Beroe ovata;NO;1625;674;R01991;A;0;0;1;0;Marine;NO;NO;NO;NO
Berthellina citrina;NO;0;39;NA;NA;0;0;1;0;Marine;NO;NO;NO;NO
Betonica macrantha;NO;459;18;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Betula papyrifera;NO;6094;4073;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Bidens connata;NO;1213;12;R02013;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Bidens frondosa;NO;3133;477;R18515;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Bidens subalternans;NO;0;126;R02017;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Biflustra grandicella;NO;0;25;R19646;A;0;0;1;0;Marine;NO;NO;NO;NO
Bispira fabricii;NO;0;1;R19321;A;0;0;1;0;Marine;NO;NO;NO;NO
Bispira polyomma;NO;0;9;R17588;A;0;0;1;0;Marine;NO;NO;NO;NO
Bistorta affinis;NO;1584;13;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Bistorta amplexicaulis;NO;2530;21;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Biuve fulvipunctata;NO;0;1;NA;NA;0;0;1;0;Marine;NO;NO;NO;NO
Blackfordia virginica;NO;421;163;R02053;C;0;0;1;0;Marine;NO;NO;NO;NO
Blastobasis maroccanella;NO;0;1;R02069;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Blastopsylla occidentalis;NO;0;61;R02073;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Blepharidopterus chlorionis;NO;0;1;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Blitum virgatum;NO;0;13;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Boccardia proboscidea;consideration;0;224;R17253;A;0;0;1;0;Marine;NO;NO;NO;NO
Boccardiella ligerica;NO;0;7;R17544;C;0;0;1;0;Marine;NO;NO;NO;NO
Bolboschoenus glaucus;NO;100;53;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Bolboschoenus yagara;NO;0;55;NA;NA;1;1;0;0;Terrestrial_Freshwater;NO;NO;NO;YES
Bolinopsis vitrea;NO;0;70;NA;NA;0;0;1;0;Marine;NO;NO;NO;YES
Bombus pascuorum;NO;2919;706;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Bonamia ostreae;NO;1027;834;R02128;A;0;0;1;0;Marine;NO;NO;NO;NO
Boreoiulus tenuis;NO;0;2;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Bosmina coregoni;NO;0;317;NA;NA;0;1;1;0;Freshwater_Marine;NO;NO;NO;YES
Bothriochloa saccharoides;NO;0;19;R02154;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Botrylloides diegensis;NO;NA;NA;R17257;A;0;0;1;0;NA;NA;NA;NO;NA
Botrylloides violaceus;NO;NA;NA;R02159;C;0;0;1;0;NA;NA;NA;NO;NA
Botryllus schlosseri;NO;NA;NA;R02160;C;0;0;1;0;NA;NA;NA;NO;NA
Bougainvillea glabra;NO;5167;760;R02172;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Brachidontes exustus;NO;0;210;R02193;A;0;0;1;0;Marine;NO;NO;NO;NO
Brachychiton populneus;NO;3986;91;R02206;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Branchiomma bairdi;NO;0;125;R16349;A;0;0;1;0;Marine;NO;NO;NO;NO
Branta canadensis;NO;2869;3044;R02253;A;0;1;0;0;Freshwater;NO;YES;NO;NO
Brassica barrelieri;NO;614;27;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Brassica carinata;NO;2414;5192;R02261;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Bregmaceros nectabanus;NO;0;47;R16371;A;0;0;1;0;Marine;NO;NO;NO;NO
Bromus carinatus;NO;1602;236;R02308;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Bromus cebadilla;NO;0;60;R02311;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Bromus fasciculatus;NO;0;42;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Bromus japonicus;NO;806;290;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Broussonetia papyrifera;consideration;4744;2160;R02356;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Bruchidius raddianae;NO;0;24;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Bruchidius siliquastri;NO;0;10;R17681;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Bruchidius terrenus;NO;0;16;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Brugmansia arborea;NO;5304;117;R18467;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Brugmansia suaveolens;NO;3335;364;R02379;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Bryobia graminum;NO;0;12;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Bryoerythrophyllum inaequalifolium;NO;NA;NA;R02385;C;1;0;0;0;NA;NA;NA;NO;NA
Bucephala albeola;NO;759;163;R19714;A;1;1;0;0;Freshwater_Terrestrial;NO;NO;NO;NO
Bucorvus leadbeateri;NO;1821;104;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Buddleja alternifolia;NO;5129;42;R02409;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Buddleja davidii;NO;8051;1124;R02410;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Bugula neritina;NO;1830;2354;NA;NA;0;0;1;0;Marine;NO;NO;NO;YES
Bugulina fulva;NO;0;3;R19080;C;0;0;1;0;Marine;NO;NO;NO;NO
Bugulina simplex;NO;0;5;NA;NA;0;0;1;0;Marine;NO;NO;NO;YES
Bupleurum virgatum;NO;0;19;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Bursatella leachii;NO;1366;284;R02460;A;0;0;1;0;Marine;NO;NO;NO;NO
Buxus microphylla;NO;6279;270;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Cacatua sulphurea;NO;2882;105;R19772;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Cacopsylla fulguralis;NO;0;16;R02484;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Cacopsylla pulchella;NO;0;14;R02485;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Caenoplana bicolor;NO;0;6;R19505;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Calendula officinalis;NO;2093;6763;R02537;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Caligus lagocephali;NO;NA;NA;R17513;A;0;0;1;0;NA;NA;NA;NO;NA
Callicarpa bodinieri;NO;6292;46;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Callinectes sapidus;consideration;5287;15416;R02554;A;0;1;1;0;Freshwater_Marine;NO;NO;NO;NO
Callionymus filamentosus;NO;0;31;R02555;A;0;0;1;0;Marine;NO;NO;NO;NO
Callirhoe involucrata;NO;2529;11;R19916;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Callistemon citrinus;NO;6389;745;R02561;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
