"TaxonName";"scientificName";"Family";"Order";"Class";"Phylum";"Taxonomy";"OrigName";"Region";"Island";"PresentStatus";"FirstRecord";"FirstRecord_orig";"Source"
"Hercinothrips bicinctus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Hercinothrips femoralis";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Heterodon nasicus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2020;NA;"GRIIS"
"Hierophis viridiflavus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2010;NA;"GRIIS"
"Himantoglossum robertianum";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2014;NA;"GRIIS"
"Himantopus mexicanus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2019;NA;"GRIIS"
"Hippodamia convergens";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Hornungia alpina";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2013;NA;"GRIIS"
"Hornungia petraea";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2020;NA;"GRIIS"
"Houttuynia cordata";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2010;NA;"GRIIS"
"Hydrangea macrophylla";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2013;NA;"GRIIS"
"Hyla meridionalis";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2020;NA;"GRIIS"
"Hylotelephium spectabile";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2010;NA;"GRIIS"
"Hypericum hidcoteense";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2015;NA;"GRIIS"
"Hypericum olympicum";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2014;NA;"GRIIS"
"Iguana iguana";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2010;NA;"GRIIS"
"Ilex crenata";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2012;NA;"GRIIS"
"Ilex meserveae";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2014;NA;"GRIIS"
"Ipheion uniflorum";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2012;NA;"GRIIS"
"Ischnura senegalensis";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2013;NA;"GRIIS"
"Jacobaea albescens";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2019;NA;"GRIIS"
"Juglans cinerea";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2012;NA;"GRIIS"
"Juglans mandshurica";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2020;NA;"GRIIS"
"Juncus striatus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2015;NA;"GRIIS"
"Juncus xiphioides";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2016;NA;"GRIIS"
"Kalanchoe blossfeldiana";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2012;NA;"GRIIS"
"Knautia macedonica";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2011;NA;"GRIIS"
"Kniphofia praecox";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2015;NA;"GRIIS"
"Koeleria glauca";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2016;NA;"GRIIS"
"Koenigia campanulata";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2013;NA;"GRIIS"
"Koenigia fennica";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2014;NA;"GRIIS"
"Kolkwitzia amabilis";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2012;NA;"GRIIS"
"Kontikia ventrolineata";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2016;NA;"GRIIS"
"Lacerta agilis";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2017;NA;"GRIIS"
"Lamium confertum";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Lamium orvala";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2011;NA;"GRIIS"
"Lamprocapnos spectabilis";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2010;NA;"GRIIS"
"Lampropeltis triangulum";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2010;NA;"GRIIS"
"Lamprotornis nitens";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Lamprotornis splendidus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Laonome calida";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2014;NA;"GRIIS"
"Laonome xeprovala";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2017;NA;"GRIIS"
"Larix decidua";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2017;NA;"GRIIS"
"Lathyrus heterophyllus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2011;NA;"GRIIS"
"Latrodectus hesperus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2013;NA;"GRIIS"
"Lentinula edodes";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Lepinotus patruelis";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Lepinotus reticulatus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Lepisma saccharina";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Leptinotarsa decemlineata";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Leucothrips nigripennis";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Liatris spicata";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2011;NA;"GRIIS"
"Ligularia dentata";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2010;NA;"GRIIS"
"Ligularia przewalskii";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2016;NA;"GRIIS"
"Ligustrum vicaryi";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2011;NA;"GRIIS"
"Lilium hollandicum";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2016;NA;"GRIIS"
"Limnobium laevigatum";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2013;NA;"GRIIS"
"Limnodrilus maumeensis";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2014;NA;"GRIIS"
"Liposcelis bostrychophila";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Liposcelis brunnea";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Liposcelis paeta";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Liriope muscari";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2015;NA;"GRIIS"
"Lomelosia stellata";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2017;NA;"GRIIS"
"Lonchura punctulata";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2016;NA;"GRIIS"
"Lonicera chrysantha";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2012;NA;"GRIIS"
"Lonicera involucrata";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2014;NA;"GRIIS"
"Lonicera maackii";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2015;NA;"GRIIS"
"Lonicera morrowii";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2010;NA;"GRIIS"
"Lophodytes cucullatus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2011;NA;"GRIIS"
"Lophura leucomelanos";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2012;NA;"GRIIS"
"Lotus hispidus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2019;NA;"GRIIS"
"Luzula nivea";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2013;NA;"GRIIS"
"Lycodon capucinus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2013;NA;"GRIIS"
"Lysimachia fortunei";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2016;NA;"GRIIS"
"Maianthemum dilatatum";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2013;NA;"GRIIS"
"Maianthemum stellatum";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2016;NA;"GRIIS"
"Malacorhynchus membranaceus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2016;NA;"GRIIS"
"Malus purpurea";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2010;NA;"GRIIS"
"Manihot grahamii";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2017;NA;"GRIIS"
"Massylaea vermiculata";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2014;NA;"GRIIS"
"Matthiola incana";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2012;NA;"GRIIS"
"Mauremys reevesii";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2014;NA;"GRIIS"
"Mazus pumilus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2014;NA;"GRIIS"
"Medicago monspeliaca";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2015;NA;"GRIIS"
"Melampyrum nemorosum";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2015;NA;"GRIIS"
"Melilotus infestus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2012;NA;"GRIIS"
"Meloidogyne artiellia";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2011;NA;"GRIIS"
"Mentha cervina";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2012;NA;"GRIIS"
"Mentha requienii";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2013;NA;"GRIIS"
"Mephitis mephitis";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2014;NA;"GRIIS"
"Meriones unguiculatus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2010;NA;"GRIIS"
"Milax gagates";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Mimulus ringens";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2019;NA;"GRIIS"
"Monarda didyma";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2014;NA;"GRIIS"
"Morelia spilota";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2013;NA;"GRIIS"
"Moricandia arvensis";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2017;NA;"GRIIS"
"Morus nigra";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2014;NA;"GRIIS"
"Muehlenbeckia complexa";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2016;NA;"GRIIS"
"Mulinia lateralis";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2019;NA;"GRIIS"
"Musa basjoo";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2020;NA;"GRIIS"
"Muscari latifolium";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2014;NA;"GRIIS"
"Myocastor coypus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Nagurus cristatus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2015;NA;"GRIIS"
"Naja melanoleuca";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2020;NA;"GRIIS"
"Nandayus nenday";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2013;NA;"GRIIS"
"Narcissus cyclazetta";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2011;NA;"GRIIS"
"Narcissus tazetta";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2013;NA;"GRIIS"
"Natrix maura";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2015;NA;"GRIIS"
"Neillia tanakae";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2012;NA;"GRIIS"
"Nemophila maculata";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2016;NA;"GRIIS"
"Nemopsis bachei";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2012;NA;"GRIIS"
"Neogobius fluviatilis";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2015;NA;"GRIIS"
"Neogobius melanostomus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2010;NA;"GRIIS"
"Neomysis americana";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2012;NA;"GRIIS"
"Nettapus coromandelianus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2017;NA;"GRIIS"
"Nicoletia phytophila";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2016;NA;"GRIIS"
"Nicotiana glauca";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2011;NA;"GRIIS"
"Nyctereutes procyonoides";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Nymphaea marliacea";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2020;NA;"GRIIS"
"Obama nungara";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2017;NA;"GRIIS"
"Oenothera casimiri";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2017;NA;"GRIIS"
"Oenothera drawertii";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Oenothera moravica";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2017;NA;"GRIIS"
"Oenothera rubricalyx";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2014;NA;"GRIIS"
"Oenothera speciosa";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2017;NA;"GRIIS"
"Oenothera suaveolens";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2015;NA;"GRIIS"
"Olios argelasius";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2011;NA;"GRIIS"
"Oncosiphon piluliferum";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2017;NA;"GRIIS"
"Ondatra zibethicus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Onopordum beckianum";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Onopordum tauricum";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2014;NA;"GRIIS"
"Ophiopogon jaburan";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Opopanax chironium";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2019;NA;"GRIIS"
"Origanum onites";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2020;NA;"GRIIS"
"Oriolus auratus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2017;NA;"GRIIS"
"Oryctolagus cuniculus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Oryza sativa";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Otiorhynchus indefinitus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2013;NA;"GRIIS"
"Ovis ammon";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Oxalis dillenii";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2012;NA;"GRIIS"
"Oxalis triangularis";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2011;NA;"GRIIS"
"Oxyura vittata";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2014;NA;"GRIIS"
"Paeonia lactiflora";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2014;NA;"GRIIS"
"Pantherophis guttatus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2010;NA;"GRIIS"
"Pantherophis obsoletus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2013;NA;"GRIIS"
"Papaver commutatum";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2015;NA;"GRIIS"
"Papaver nudicaule";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2014;NA;"GRIIS"
"Paralaoma servilis";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2014;NA;"GRIIS"
"Parentucellia latifolia";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2016;NA;"GRIIS"
"Paronychia argentea";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2016;NA;"GRIIS"
"Parthenothrips dracaenae";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Paspalum saurae";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2014;NA;"GRIIS"
"Paysandisia archon";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2011;NA;"GRIIS"
"Pelargonium candicans";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2017;NA;"GRIIS"
"Pelecanus conspicillatus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2017;NA;"GRIIS"
"Pelomedusa subrufa";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2020;NA;"GRIIS"
"Pelusios castaneus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2020;NA;"GRIIS"
"Penaeus aztecus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Penstemon digitalis";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2019;NA;"GRIIS"
"Perovskia abrotanoides";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2010;NA;"GRIIS"
"Persea americana";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2017;NA;"GRIIS"
"Persicaria nepalensis";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2010;NA;"GRIIS"
"Petrosedum sediforme";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2013;NA;"GRIIS"
"Phacelia campanularia";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2012;NA;"GRIIS"
"Pheidole anastasii";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Philaeus chrysops";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2014;NA;"GRIIS"
"Phoneutria boliviensis";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2015;NA;"GRIIS"
"Phyllostachys viridiglaucescens";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2017;NA;"GRIIS"
"Physignathus cocincinus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2012;NA;"GRIIS"
"Phytomyza jucunda";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2015;NA;"GRIIS"
"Picea omorika";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2013;NA;"GRIIS"
"Picea sitchensis";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2010;NA;"GRIIS"
"Pieris japonica";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Pilosella stoloniflora";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2016;NA;"GRIIS"
"Pinus sylvestris";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2020;NA;"GRIIS"
"Pinus wallichiana";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2012;NA;"GRIIS"
"Pituophis catenifer";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2010;NA;"GRIIS"
"Pituophis melanoleucus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2013;NA;"GRIIS"
"Plantago sempervirens";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2016;NA;"GRIIS"
"Platycercus adscitus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2012;NA;"GRIIS"
"Platycercus icterotis";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2015;NA;"GRIIS"
"Platycodon grandiflorus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2013;NA;"GRIIS"
"Pleurodeles waltl";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2011;NA;"GRIIS"
"Poa infirma";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2016;NA;"GRIIS"
"Pogona henrylawsoni";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2020;NA;"GRIIS"
"Pogona vitticeps";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2010;NA;"GRIIS"
"Polystichum acrostichoides";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2019;NA;"GRIIS"
"Polystichum munitum";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2019;NA;"GRIIS"
"Polystichum polyblepharum";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2013;NA;"GRIIS"
"Polytelis anthopeplus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Polytelis swainsonii";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2017;NA;"GRIIS"
"Ponticola kessleri";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2012;NA;"GRIIS"
"Populus canescens";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2020;NA;"GRIIS"
"Populus jackii";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2010;NA;"GRIIS"
"Potamocorbula amurensis";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Potamothrix heuscheri";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2014;NA;"GRIIS"
"Potentilla intermedia";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2020;NA;"GRIIS"
"Potentilla nepalensis";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2010;NA;"GRIIS"
"Primula denticulata";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2016;NA;"GRIIS"
"Primula florindae";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2010;NA;"GRIIS"
"Proterorhinus semilunaris";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2010;NA;"GRIIS"
"Prunus fruticans";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2019;NA;"GRIIS"
"Prunus tomentosa";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2014;NA;"GRIIS"
"Pseudagrion microcephalum";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2011;NA;"GRIIS"
"Pseudemys concinna";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2017;NA;"GRIIS"
"Pseudemys nelsoni";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Pseudemys rubriventris";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2015;NA;"GRIIS"
"Pseudodiaptomus marinus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2015;NA;"GRIIS"
"Pseudomuscari azureum";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2019;NA;"GRIIS"
"Psittacula alexandri";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2014;NA;"GRIIS"
"Psittacula derbiana";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2016;NA;"GRIIS"
"Psoquilla marginepunctata";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Psyllipsocus ramburii";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Pteris vittata";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2015;NA;"GRIIS"
"Pterostyrax hispidus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2012;NA;"GRIIS"
"Pulmonaria rubra";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2015;NA;"GRIIS"
"Puschkinia scilloides";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2010;NA;"GRIIS"
"Pycnonotus barbatus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2016;NA;"GRIIS"
"Pycnonotus leucotis";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2013;NA;"GRIIS"
"Pyrrhura perlata";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2017;NA;"GRIIS"
"Python molurus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2010;NA;"GRIIS"
"Python regius";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2010;NA;"GRIIS"
"Quercus ilex";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2011;NA;"GRIIS"
